Project_ID,Title_EN,Title_UA,Year,Role_EN,Role_UA,Description_EN,Description_UA,Video_URL,Featured,Order
doc-24,Inglorious Officers: Russian Torturers in Kherson,Гаспада афіцери: наглядачі Херсонської катівні,2024,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","History teacher Taras Bukreiev is one of the active citizens who did not leave Kherson during the occupation and joined the resistance movement. The lives of people like Taras became the plot of a spy novel. But in the end, for his entire group, resistance to the occupiers resulted in torture and imprisonment in a temporary detention center seized by the Russians.

Four other residents of Kherson – a doctor and three women of different professions – did not actively resist the Russians, but they did not cooperate either. They were imprisoned on trumped-up charges in the same detention center as Taras. The women and the doctor told the journalists about the torture and the regime established by the guards. And the journalists started their investigation to name the people who have subjected the illegally detained civilians to physical and psychological torture without any intention to get valuable information for the investigation.

The investigators will show the faces of the Russian Patrol Service officers they have identified and tell the details of their lives that they have found out.","Викладач історії Тарас Букрєєв – один з тих активних містян, які не залишили Херсон під час окупації і долучились до руху опору. Життя таких, як Тарас, перетворилось на сюжет шпигунського роману. Та зрештою для всієї його групи спротив окупантам обернувся тортурами і ув‘язненням в ізоляторі тимчасового тримання, захопленому росіянами. 

Четверо інших херсонців – лікар і три жінки різних професій – активного опору росіянам не чинили, але і на співпрацю не йшли. Їх ув‘язнили за вигаданими звинуваченнями в той самий ізолятор, що і Тараса. Жінки і лікар розповідають журналістам про тортури і режим, який встановили наглядачі. І журналісти беруться проводити розслідування, щоб назвати поіменно тих, хто піддавав незаконно ув‘язнених фізичним і моральних тортурам без мети здобути цінну для слідства інформацію.
 
Розслідувачі покажуть обличчя встановлених ними російських ППСників та розкажуть деталі їхнього життя, які вдалося з‘ясувати.",https://www.youtube.com/watch?v=Sp0bg_4GdNI,TRUE,11
doc-23,Maple: To Idenify a War Criminal,Кльон. Знайти воєнного злочинця,2023,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","Thanks to a video published by the Russian propagandist and singer Yulia Chichierina, journalists are on the trail of a Russian officer who was wanted for more than a year as being responsible for the atrocities in Yahidne, Chernihiv region. There, 366 villagers were held hostage for 27 days in the basement of the school, ten of them died during this detention. Now journalists know what a Russian soldier with the call sign ""Maple"" looks like, and can search for him with the help of artificial intelligence. But the task turns out to be much more difficult than they expected. In the documentary detective, you will discover the specifics of the search for war criminals, the intricacies of working under a legend, and what Russian officers are willing to do to avoid responsibility for war crimes.","Завдяки відео, опублікованому російською пропагандисткою і співачкою Юлією Чічєріною, журналісти натрапляють на слід російського офіцера, якого розшукували понад рік як відповідального за звірства в Ягідному Чернігівської області. Там у підвалі школи 27 днів тримали у заручниках 366 жителів села, десятеро під час цього утримання померли. Тепер журналісти знають, як виглядає російський військовий з позивним «Кльон», і можуть шукати його за допомогою штучного інтелекту. Та завдання виявляється значно складнішим, ніж вони очікували. У документальному детективі вам відкриються особливості пошуків воєнних злочинців, тонкощі роботи під легендою та на що готові йти російські офіцери, щоб уникнути відповідальності за воєнні злочини.",https://www.youtube.com/watch?v=U2G6NyM_BSQ,TRUE,12
doc-22,Queue to Say Goodbye,Черга на прощання,2023,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","Eugene, Ira and Nastya Karas lived in Mariupol. Nastya went to third grade, drew a lot of pictures and raised hamsters. On February 22, Nastya's father told her and her mother that they had to leave the city. A few days after that, a great war broke out. Eugene Karas died on March 7, defending Mariupol. He was considered missing, Nastya's mother was looking for ways to return the body from the occupied territory, and Nastya continued to draw pictures for her father and write him messages. Eugene's family was able to say goodbye to him only 14 months after his death.

There are thousands of families waiting for the identification of missing relatives in Ukraine. They stand in a long queue to say goodbye. Meanwhile, Ukraine ignores the possibility of international assistance with DNA tests. Will someone take responsibility for this?","Євген, Ірина та Настя Карасі жили у Маріуполі. Настя ходила в третій клас, багато малювала і розводила хом‘ячків. У лютому 22-го Настин батько сказав їй та її мамі, що їм треба залишити місто. Через кілька днів після цього почалася велика війна. Євген Карась загинув 7 березня, обороняючи Маріуполь. Його вважали зниклим безвісти, Настина мама шукала способи повернути з окупованої території тіло, а Настя продовжувала малювати татові та писати йому повідомлення. Євгенова сім‘я змогла попрощатись з ним лише через 14 місяців після його загибелі.

Сімей, які чекають ідентифікації безвісти зниклих рідних в Україні – тисячі. Вони стоять у довгій черзі на прощання. А Україна, тим часом ігнорує можливість міжнародної допомоги з ДНК-експертизами. Чи візьме хтось за це на себе відповідальність?",https://www.youtube.com/watch?v=onGyPcbaso0,TRUE,13
doc-21,Bucha: Crew 111,Буча: екіпаж 111,2023,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","A year has passed since the murder of two adults and two children on Lech Kaczyński Street in Bucha. During this time, the journalists managed to establish the Russian unit involved in this war crime. Thanks to the Ukrainian Armed Forces, last fall the police got hold of a key witness. Journalists and law enforcement officers are on the trail of the killers. Continuation of the story about the execution of the Chykmaryov family and their neighbors with names and details.",Після вбивства двох дорослих та двох дітей на вулиці Леха Качинського у Бучі минув рік. За цей час журналістам вдалося встановити російський підрозділ причетний до цього воєнного злочину. Завдяки українським Збройним силам восени минулого року у поліцейських з‘являється ключовий свідок. Журналісти і правоохоронці виходять на слід вбивць. Продовження історії про розстріл сім‘ї Чикмарьових і їхніх сусідів з іменами і деталями.,https://www.youtube.com/watch?v=IypcuDq6fxs,TRUE,14
doc-20,Bucha: Final Destination,Буча: розстріл на Києво-Мироцькій,2023,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","Three friends Nastia, Serhii and Maksym left a village near Kyiv in the morning of the 4th of March, 2022. They were going to deliver food for the animal shelter and to visit the parents of one of them in Bucha. They all became victims of russian military. On the Kyivo-Myrotska street in Bucha, russians shot Maksym in the head while he was driving. Nastia and Serhii tried to escape from the car, but were killed too.

The journalists received the footage of surveillance cameras sent by an anonymous source, and worked to identify the russians involved in that crime. Using false legends, the journalists were able to talk to russian soldiers and their relatives, and to find out not only the regiment that committed this war crime, but also the name of the commander who led soldiers on Kyivo-Myrotska street that day. This commander is honored as “the hero of Russia”. The journalists will pass the gathered e vidence to the investigators.","Настя, Сергій і Максим – троє друзів, які 4 березня вирушають з-під Києва, щоб завезти корм для собак у притулок в Забуччі і відвідати батьків одного з них. Вони стають жертвами російських військових у Бучі, на вулиці Києво-Мироцькій. Максим загинув від пострілу у голову, Настю і Сергія розстріляли, коли вони намагались втекти. Журналісти отримують від анонімного джерела відео з камер спостереження та намагаються встановити причетних до розстрілу росіян. Вигадавши кілька легенд, журналістам вдається поспілкуватися з росіянами і встановити не лише підрозділ, військовослужбовці з якого причетні до розстрілу, але й командира, нагородженого званням «герой росії». Зібрані докази журналісти передають слідчим.",https://www.youtube.com/watch?v=LBrbVkhG5wM,TRUE,15
doc-19,Notes Under the Cherry Tree,Записи під вишнею,2022,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","The investigation of UA:PBC ""Notes Under the Cherry Tree"" is a documentary film about the search for the kidnapped children's writer Volodymyr Vakulenko.

Volodymyr Vakulenko was an author, patriot, and participant of the Revolution of Dignity. The film tells about his diary of the occupation of Izyum, a town in Kharkiv region of Ukraine. Volodymyr managed to hide it before the abduction in the ground under a cherry tree. He asked the parents to give the diary to ""our people, when they come.""

On March 24, armed men took Volodymyr Vakulenko from his home. For more than half a year, his relatives have not known anything about his fate. Their search is in vain. Meanwhile, the Defense Forces of Ukraine liberate Izyum and nearby villages, and journalists begin their investigation — they go in search of Volodymyr Vakulenko.

They manage to find witnesses and establish eerie details about the writer's disappearance, as well as tell about the background to his abduction through the entries in his diary.","Володимир Вакуленко – дитячий письменник і батько хлопчика з інвалідністю. Разом з сином він жив у селі Капитолівка неподалік Ізюма. Навесні 2022 рідне село Володимира, Ізюм та інші населені пункти Харківщини окуповують російські війська. В окупації письменник веде щоденник, який закопує у дворі під вишнею з проханням до батька віддати «нашим, коли прийдуть». 

24 березня озброєні люди забирають Володимира з дому. Понад пів року рідні нічого не знають про його долю. Їхні пошуки – марні. 

10 вересня Збройні сили України звільняють Ізюм і довколишні села, і журналісти вирушають на пошуки Володимира Вакуленка. Їм вдається знайти свідків і встановити моторошні подробиці про зникнення письменника, а також розповісти у фільмі про передумови його викрадення через записи у його щоденнику.",https://www.youtube.com/watch?v=4cm6kmJbF7o,TRUE,16
doc-18,Survivor's Diary,Щоденник вцілілої,2022,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","When the Russian military occupied Yahidne in Chernihiv Oblast, they drove the locals into the basement of the school. ""We went there, looked into the gym, into the biggest room - it was hell. You enter, and the first impression is that you are entering hell,"" says Olga, a resident of Yahidne. By taking them hostage, russians made a ""human shield"" and placed their headquarters on other floors of the school.

More than 350 people were in the basement without ventilation - old women and children. Toilet time was limited, instead buckets were placed for people. A few days later, the first man died in the basement. ""There was not enough oxygen. The man was losing his mind. And they screamed and screamed, and as they say, people went crazy,"" says Ivan Pulyuy. Bodies were not always allowed to be taken out immediately, sometimes children played next to the deceased. The locals were in such conditions for almost a month. Ten elderly people died. Seven more were shot by the russians. The film, based on the diary of one of the hostages, reproduces the gruesome details of the russian war crime. Journalists managed to identify the russian units that turned the residents of Yahidne into ""human shields"" and to communicate with the russian officer involved in the crime.","Коли російські військові окупували Ягідне на Чернігівщині, вони зігнали місцевих у підвал школи. «Ми зайшли туди, зазирнули у спортзал, у найбільшу кімнату, – там пекло. Отак заходиш і перше враження, що ти заходиш в пекло», – розповідає жителька Ягідного Ольга. Взявши їх у заручники, вони зробили «живий щит» і розмістили свій штаб на інших поверхах школи.

Понад 350 людей були у підвальному приміщенні без вентиляції – старенькі і діти. Час на вбиральню був обмежений, натомість для людей поставили відра. Через декілька днів у підвалі помер перший чоловік. «Кисню почало не вистачати. Людина глузд втрачала. І кричали, і верещали, і як кажуть, з розуму сходили», – каже Іван Пулюй. Тіла не завжди дозволяли винести одразу, бувало, поруч з покійником грались діти. У таких умовах місцеві перебували майже місяць. Десятеро літніх людей померли. Ще сімох росіяни розстріляли. У фільмі на основі щоденника однієї із заручниць відтворені моторошні деталі воєнного злочину росіян. Журналістам вдалося встановити російські підрозділи, які перетворили жителів Ягідного на «живий щит», і поспілкуватися з причетним до злочину російським офіцером.",https://www.youtube.com/watch?v=pacMw4oo_Zc,TRUE,17
doc-17,Shot Cars: The Series,Розстріляні авто,2022,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер",A series of episodes about shot-up cars in the Kyiv region. Suspilne’s investigative team uncovered the stories behind the abandoned cars.,"Серія епізодів про розстріляні машини Київщини. Команда розслідувань Суспільного з'ясувала, які історії стоять за покинутими авто.",https://www.youtube.com/playlist?list=PL9aDK_7u4r7cJkKpgviSqY58guJbCsLwo,TRUE,18
doc-16,Bucha 22,Буча 22,2022,"Video editing director, Music composer, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер монтажу, Композитор, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","Matvii Chikmarov was the best student in the class, and his younger brother Klym dreamed of becoming a football player. The boys’ parents – Marharyta and Oleksandr – got used to life in the picturesque town of Bucha in Kyiv region, where they fled from the “russian world” in Donbass. But the war overtook the family again.

On March 5, 2022, the family decided to flee the town. Their car and the car of their neighbors were fired upon without warning. Children and their mother died almost instantly. Oleksandr barely managed to survive, he was left without a leg.

On the same day, Bucha came under the full control of the russian military, which tortured and killed civilians – innocent men, the elderly, women and children. The bodies of Marharyta, Matvii and Klym lay in the burned car for almost a month until the end of the occupation. Those who buried them risked their lives.

Thanks to witnesses, journalists were able to obtain evidence of the presence of a specific unit of Russian troops at the scene of the shooting. “Bucha 22” is a film about the search and identification of the russian military, combat vehicles and the failed attempts of the occupiers to hide their war crimes.","Матвій Чікмарьов був найкращим учнем у класі, а його молодший брат – Клим – мріяв стати футболістом. Батьки хлопчиків – Маргатита та Олександр – звикли до життя у мальовничій Бучі на Київщині, куди втекли від «руського міра» на Донбасі. Та війна наздогнала родину знову.

5 березня 2022 року, у день, коли Буча опинилася під повним контролем російських військ, Олександр та Маргарита Чікмарьови вирішили втікати з міста. Їхню машину та машину їхніх сусідів обстріляли без попередження. Діти – Матвій та Клим — та їхня мама Маргарита загинули. Олександра ледь вдалося врятувати, він залишився без ноги. Завдяки свідкам журналістам вдалося роздобути докази присутності на місці розстрілу конкретного підрозділу російських військ. Фільм про пошуки та ідентифікацію російських військових, бойові машини десанту та невдалі спроби окупантів приховувати свої воєнні злочини.",https://www.youtube.com/watch?v=-RXf6REnoSs,TRUE,19
doc-15,Until God Sees,Поки Бог не бачить,2021,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","After the release of the investigative film “Beat. Pray. Keep”, which tells about the abuse of people in rehabilitation centers, the Investigations Department of UA: PBC received several messages. 65-year-old Alla, whose son was beaten to death in a rehabilitation center, addresses journalists. A little later, Vadim wrote to the editorial office, who recently lost his brother in the same institution. Both stories are united by the religious organization “New Generation”, with which these rehabilitation centers are connected. Journalists of the UA: PBC are beginning to investigate the activities of these institutions and come across shocking facts of harassment, labor exploitation of people who are in a vulnerable position. And – most importantly – brutal murders, for which no one has yet been punished. Meanwhile, the centers continue to operate.","Після виходу фільму-розслідування «Бити. Молитися. Тримати», де розповідається про знущання над людьми в реабілітаційних центрах, у редакцію розслідувань Суспільного надходить декілька повідомлень. 

До журналістів звертається 65-річна Алла, сина якої забили до смерті у реабілітаційному центрі. Трохи згодом у редакцію пише Вадим, який днями у такому ж закладі втратив брата. Обидві історії об’єднує релігійна організація «Нове покоління», з якою пов'язані ці реабілітаційні центри. 

Журналісти Суспільного починають досліджувати діяльність цих закладів і натрапляють на шокуючі факти знущань, трудової експлуатації людей, які перебувають у вразливому становищі. І – головне – жорстокі вбивства, за які досі ніхто не поніс покарання. Тим часом центри продовжують свою діяльність.",https://www.youtube.com/watch?v=Apznwz6W-YI,TRUE,20
doc-14,Dream Merchants,Торговці мріями,2021,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","16 thousand dollars for taking out someone else’s child ordered by foreigners. Hundreds and possibly thousands of Ukrainian women agree to this or similar proposals every year. Official counts of children born under surrogacy programs are not conducted by government agencies. For what reasons do Ukrainian women go to surrogacy programs? How much do they pay for it? What do surrogate mothers go through to give birth to a child for strangers? What restrictions are imposed on women when participating in programs? Does the state at least somehow protect children born to foreigners? And what happens to babies if customers refuse to pick them up? This investigative documentary of UAPBC is a story about how surrogacy works in Ukraine.","Як працює сурогатне материнство в Україні? Про це розповідає документальний фільм-розслідування Суспільного «Торговці мріями».

16 тисяч доларів за те, щоб виносити чужу дитину на замовлення іноземців. На цю або подібні пропозиції щорічно погоджуються сотні, а можливо, і тисячі українських жінок. Офіційних підрахунків дітей, народжених за програмами сурогатного материнства, державні органи не ведуть.

З яких мотивів українські жінки йдуть у програми сурогатного материнства? Скільки за це платять? Що проходять сурогатні матері, щоб народити дитину для чужих людей? Які обмеження накладають на жінок під час участі у програмах? Чи захищає бодай якось держава дітей, народжених на замовлення іноземців? І що стається з немовлятами, якщо замовники відмовляються їх забирати?",https://www.youtube.com/watch?v=T9voR0xnV8g,TRUE,21
doc-13,Work for Sale,Продам роботу. Дорого,2021,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","When the business of Vitaliy Vitruk from Ternopil was destroyed by the coronavirus, but the family had to be fed, the way out was to work abroad. But instead of the promised vacancy, despair awaited him in a forest somewhere in the Czech Republic. The man managed to return, and he decided to do everything possible so that those who deceived him could not deceive others.

Vitaliy Khodorovsky from Ivano-Frankivsk, one of the hundreds of victims of perhaps the biggest scam involving Ukrainian workers, fought other fraudsters. Journalists are trying to find out what happened. They manage to unravel the fraudulent tangle faster than the police.

“Working abroad. Poland, Czech Republic, Finland. Vacancies “, – such ads are filled with social networks and sites with ads. However, it often turns out that this is a scam. The investigation “Work for Sale (Expensively)” – about those who successfully earn, misleading workers, and about the inability of the state to prevent it.","Коли бізнес тернополянина Віталія Вітрука зруйнував коронавірус, але сім’ю годувати треба було, виходом стала робота за кордоном. Та замість обіцяної вакансії на нього чекав відчай у лісі десь у Чехії. Чоловікові вдалося повернутися, і він вирішив зробити все можливе, щоб ті, хто обдурив його, не змогли обдурити інших.

З іншими шахраями боровся Віталій Ходоровський з Івано-Франківська – один з сотень тих, хто став жертвою чи не найбільшої афери, у яку потрапили українські заробітчани. Розбиратися у тому, що сталося, беруться журналісти. Їм вдається розплутати шахрайський клубок швидше за поліцію. 

«Робота за кордоном. Польща, Чехія, Фінляндія. Вакансії»,– такими оголошеннями заповнені соцмережі та сайти з оголошеннями. Утім нерідко виявляється, що це шахрайство.

Як кидають українців? Фільм-розслідування «Продам роботу (дорого)» – про тих, хто успішно заробляє, вводячи в оману заробітчан, та про неспроможність держави цьому запобігти.",https://www.youtube.com/watch?v=X30rcOlknpM,TRUE,22
doc-12,"Beat, Pray, Keep","Бити, молитися, тримати",2021,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","The young psychologist Artem is in trouble. His loved one suffers from drugs. Amphetamine psychosis develops. He becomes dangerous – walks with a weapon and aims at people. Artem begins to look for an opportunity to save him. And while still a student, he worked for three years in rehabilitation centers for alcohol and drug addicts. This work injures him – all institutions – are closed, people are detained there by force.

To find out what closed centers are and what methods are used there, journalists of the UA: PBC go to different cities of Ukraine and interview dozens of former rehab patients. Investigators expose large networks of centers where people are beaten, taped and forced to pray. The team reveals cases when patients did not return alive from the centers. During their investigation, journalists also reveal that even a person without dependence can be imprisoned for money in such an institution. The system works in the shadows, and the principles of such rehabilitation are supported by politicians. President Volodymyr Zelenskyi was a supporter of the IAA network. Moreover, Ukrainian politicians are now trying to legalize the financing of private centers from the state budget.","У молодого психолога Артема стається біда. Його близька людина страждає від наркотиків. Розвивається амфетаміновий психоз. Вона стає небезпечною — ходить зі зброєю і цілиться в людей. 

Артем починає шукати можливість врятувати її. І ще будучи студентом, протягом трьох років працює в реабілітаційних центрах для алко і наркозалежних людей. Ця робота травмує його – усі заклади – закритого типу, людей там утримують силою. 

Щоб дізнатися, що таке закриті центри і які методи там застосовують, журналісти Суспільного вирушають у різні міста України і опитують десятки колишніх реабілітантів. Розслідувачі викривають великі мережі центрів, у яких людей б'ють, зв'язують скотчем і змушують молитися. Команда Суспільного виявляє випадки, коли живими з центрів реабілітанти не поверталися. 

Під час свого розслідування журналісти також викривають, що за гроші в такий заклад можна закрити навіть людину без залежності. Система працює в тіні, і принципи такої реабілітації підтримують політики. Прихильником мережі МАА виявився сам президент Володимир Зеленський. Більше того, зараз українські політики намагаються узаконити фінансування приватних центрів з держбюджету.",https://www.youtube.com/watch?v=gb2m7aUxEs8,TRUE,23
doc-11,The Wave,Хвиля,2021,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","In February 2021, a fire broke out in the Zaporizhia Regional Infectious Diseases Hospital, which instantly destroyed the intensive care unit, which treated patients with covid. The fire killed a young doctor Olga Gliva along with three of her patients. “The Wave” is a UA: PBC investigative documentary that tells the story of a doctor who died rescuing patients during a pandemic. The film sheds light on the eerie secrets of Ukrainian medicine. And it exposes new threats posed by the COVID-19 pandemic, which neither hospital management nor officials have yet been able to deal with.","У лютому 2021 року у Запорізькій обласній інфекційній лікарні сталася пожежа, яка миттєво знищила палату реанімації, де лікували пацієнтів хворих на ковід. У вогні загинула молода лікарка Ольга Гліва разом з трьома її пацієнтами.

Хвиля – документальний фільм-розслідування Суспільного, який розповідає історію лікарки, що загинула, рятуючи пацієнтів у час пандемії. Фільм проливає світло на моторошні таємниці української медицини. І викриває нові загрози, продиктовані пандемією COVID-19, з якими поки що не вдається впоратися ані керівництву лікарень, ані чиновникам.",https://www.youtube.com/watch?v=31fbTqFDBeE,TRUE,24
doc-10,Stop Me if You Can,"Зупини мене, якщо зможеш",2021,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","A 21-year-old girl disappears in city of Rivne, and only a month later her mother learns the terrible secret of her disappearance. This criminal drama could never happen, because the system should protect citizens who seek help. In another part of the country, in the city of Dnipro, a 30-year-old woman is faced with a choice: to trust a system that ignores complaints or to protect her family. When she turns to the police, she hears: “No crime – no punishment.” Domestic violence, gender-based violence – these terms appear in Ukrainian law, but it does not save our heroines. The investigative documentary “Stop Me, If You Can” is a story of domestic violence that, intertwined, shows the indifference of the law enforcement system and how small mistakes of those who have to defend it lead to great tragedies.","У Рівному зникає 21-річна дівчина, і лише через місяць мама дізнається страшну таємницю її зникнення. Ця кримінальна драма могла б ніколи не статися, адже система має захищати громадян, які звертаються по допомогу.

В іншому куточку країни – у місті Дніпрі – 30-річна жінка опиняється перед вибором: довіритись системі, яка ігнорує скарги, чи захистити свою сім‘ю самій. Коли вона звертається до поліції чує: «Немає злочину – немає покарання».

Домашнє насильство, гендерно зумовлене насильство – ці терміни з'являються в українському законодавстві, утім наших героїнь це не рятує.

Документальний фільм-розслідування «Зупини мене, якщо зможеш» – це історії про домашнє насильство, які, переплітаючись, показують байдужість правоохоронної системи і як дрібні помилки тих, хто має захищати, призводять до великих трагедій.",https://www.youtube.com/watch?v=_JtWKB8PLOo,TRUE,25
doc-09,Especially Dangerous,Особливо небезпечний,2020,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","Cannabis – despite a total ban in Ukraine, this plant is widely used through the black market of drugs and the gray market of medicines. Both for medical and recreational purposes. Opponents and proponents of allowing medical cannabis use myths, such as that allowing medical cannabis will lead to total drug addiction, or that medical cannabis is a drug that does not contain a narcotic component at all. We have sorted out these myths and found out for you how easy it is to get illegal medical cannabis and narcotic cannabis in Ukraine. At a time when lengthy discussions on a use permit are only increasing the demand for marijuana on the black market. Patients, scientists, doctors, entrepreneurs, pharmacists – all of them tell about their own experiences in the UA:PBC documentary investigation “Especially dangerous”.","Коноплі, канабіс, марихуана – попри повну заборону в Україні ця рослина широко використовується через чорний ринок наркотиків і сірий ринок медпрепаратів. Як у медичних цілях, так і у рекреаційних.

Противники і прихильники дозволу на використання медичного канабісу користуються міфами, на кшталт того, що дозвіл на медканабіс призведе до тотальної наркоманізації, або що медичний канабіс – це препарати, які зовсім не містять наркотичної складової. 

Ми розібрали ці міфи, а також з‘ясували для вас – наскільки просто дістати в Україні нелегальний медичний канабіс і наркотичні коноплі. В той час, коли тривалі обговорення дозволу на використання лише підвищують попит на марихуану на чорному ринку. 

Пацієнти, науковці, лікарі, підприємці, фармацевти – усі вони розповідають про власні досвіди у документальному фільмі-розслідуванні «Особливо небезпечний».",https://www.youtube.com/watch?v=kmSD-i2gb_s,TRUE,26
doc-08,Error 83,Помилка 83,2020,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","UA:PBC documentary about the shortcomings of the system of medical and social expertise in Ukraine. Stove worker from Poltava region Oleksandr Pirig got into an accident and lost the opportunity to do his favorite job. He had to register a disability. However, it turned out to be not so simple. Why do people in need of state aid become hostages of a corrupt system? Why do Ukrainians have to pay for disability registration? Is anyone punished for bribery in the medical and social examination system? Does Ukrainian law provide a fair punishment? Is it possible to change this system and how?","Пічник з Полтавщини Олександр Пиріг потрапив у ДТП і втратив можливість займатися улюбленою роботою. Йому довелося оформлювати інвалідність. Утім це виявилося не так просто.

Чому люди, які потребують державної допомоги, стають заручниками корупційної системи? Чому українцям доводиться платити за оформлення інвалідності? Чи карають будь-кого за хабарництво у системі медико-соціальної експертизи? Чи справедливе покарання передбачає українське законодавство? Чи можна змінити цю систему і як?

Про все це – у документальному фільмі-розслідуванні Суспільного «Помилка 83»",https://www.youtube.com/watch?v=sm9hIelLQwA,TRUE,27
doc-07,One Hundred Years of Isolation,Сто років ізоляції,2020,"Director, Video editing director, Videographer, Art director, VFX Artist, Motion Graphic Designer, Graphic designer, Colorist, Sound engineer","Режисер, Режисер монтажу, Відеограф, Художник-постановник, Художник із візуальних ефектів, Графічний дизайнер, Колорист, Звукоінженер","“One Hundred Years of Isolation” is a UA:PBC investigative documentary about how the psychiatric system deprives thousands of patients of the chance to return to society. Every third Ukrainian experiences a psychiatric illness during their lifetime, so this story applies to all of us.","Сто років ізоляції – це документальний фільм-розслідування про те, як психіатрична система позбавляє тисячі пацієнтів шансу повернутися у суспільство.

Кожен третій українець протягом життя переживає психіатричне захворювання, тому ця історія стосується усіх нас.

У фільмі зняті Буданівський обласний заклад з надання психіатричної допомоги на Тернопільщині, Острозька обласна психіатрична лікарня на Рівненщині , Обласний заклад з надання психіатричної допомоги с. Вільшани на Закарпатті, Вінницька психоневрологічна лікарня Ющенка та Погонянський на Івано-Франківщині та Стародобровільський на Дніпропетровщині психоневрологічні інтернати.

Також у фільмі говорять: президент громадської організації ""Асоціація психіатрів України"" Семен Глузман; керівник Всеукраїнської громадської організації користувачів психіатричної допомоги ""Юзер"" Руслан Імереллі; керівник Центру психічного здоров’я і моніторингу наркотиків та алкоголю МОЗ Сергій Шум.",https://www.youtube.com/watch?v=0iGG1cRDp7E,TRUE,28
